,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,,,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,,,,,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,,,,,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,屏東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,屏東縣,高雄市,屏東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,屏東縣,屏東縣,高雄市,屏東縣,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄市,高雄市,高雄市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,花蓮縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,台南市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,高雄市,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,台東縣,花蓮縣,花蓮縣,花蓮縣,台東縣,台東縣,台東縣,台東縣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
